,game_id,show_num,air_date,round,category
58,5,4600,2004-09-10,Double Jeopardy,ASTRONOMY
59,5,4600,2004-09-10,Double Jeopardy,RADIO
60,5,4600,2004-09-10,Double Jeopardy,MAGAZINES & NEWSPAPERS
61,5,4600,2004-09-10,Double Jeopardy,THAT'S OUR ISLAND!!!
62,5,4600,2004-09-10,Double Jeopardy,4-LETTER WORDS
63,5,4600,2004-09-10,Double Jeopardy,@$&!
64,5,4600,2004-09-10,Final Jeopardy,PATRON SAINTS
65,6,4601,2004-09-13,Jeopardy,RIVER SOURCES
66,6,4601,2004-09-13,Jeopardy,CAR TREK
67,6,4601,2004-09-13,Jeopardy,WHAT A CHARACTER!
68,6,4601,2004-09-13,Jeopardy,POP CULTURE AMERICA
69,6,4601,2004-09-13,Jeopardy,A PEANUTS TIMELINE
70,6,4601,2004-09-13,Jeopardy,"YOU'RE ""GOLDEN"", BABY"
71,6,4601,2004-09-13,Double Jeopardy,GEOLOGY
72,6,4601,2004-09-13,Double Jeopardy,MUSIC
73,6,4601,2004-09-13,Double Jeopardy,RELIGIOUS TITLES
74,6,4601,2004-09-13,Double Jeopardy,FAMOUS KENTUCKIANS
75,6,4601,2004-09-13,Double Jeopardy,MISHMASH
76,6,4601,2004-09-13,Double Jeopardy,"ON THE ""PHONE"""
77,6,4601,2004-09-13,Final Jeopardy,COUNTRY NAMES
78,7,4602,2004-09-14,Jeopardy,NEW YORK CITY
79,7,4602,2004-09-14,Jeopardy,SECONDS
80,7,4602,2004-09-14,Jeopardy,"OH, FOR PETE'S SAKE!"
81,7,4602,2004-09-14,Jeopardy,A PROVERBIAL MESS
82,7,4602,2004-09-14,Jeopardy,OPERA
83,7,4602,2004-09-14,Jeopardy,THE TALES OF HOFFMAN
84,7,4602,2004-09-14,Double Jeopardy,19th CENTURY AMERICA
85,7,4602,2004-09-14,Double Jeopardy,'80s SONGS
86,7,4602,2004-09-14,Double Jeopardy,FLOWER POWER
87,7,4602,2004-09-14,Double Jeopardy,RHYME TIME
88,7,4602,2004-09-14,Double Jeopardy,CANADIAN PROVINCIAL CAPITALS
89,7,4602,2004-09-14,Double Jeopardy,LET'S CUT TO THE CHASE
90,7,4602,2004-09-14,Final Jeopardy,ALIASES
91,8,4603,2004-09-15,Jeopardy,AFRICAN WILDLIFE
92,8,4603,2004-09-15,Jeopardy,THOSE ROCKIN' '90s
93,8,4603,2004-09-15,Jeopardy,FIRST NAME'S THE SAME
94,8,4603,2004-09-15,Jeopardy,"RATED ""P.G."""
95,8,4603,2004-09-15,Jeopardy,FEMMES FATALES
96,8,4603,2004-09-15,Jeopardy,"DANGER, CURVES AHEAD"
97,8,4603,2004-09-15,Double Jeopardy,AMERICAN LITERATURE
98,8,4603,2004-09-15,Double Jeopardy,WHO PLAYED 'EM?
99,8,4603,2004-09-15,Double Jeopardy,PAINTINGS
100,8,4603,2004-09-15,Double Jeopardy,LONGSHOTS
101,8,4603,2004-09-15,Double Jeopardy,YUCATAN LINES
102,8,4603,2004-09-15,Double Jeopardy,"WORD ""PLA""Y"
103,8,4603,2004-09-15,Final Jeopardy,BRITISH MONARCHS
104,9,4604,2004-09-16,Jeopardy,NEW ZEALAND
105,9,4604,2004-09-16,Jeopardy,SPORTS STARS
106,9,4604,2004-09-16,Jeopardy,SPEAKING IN TONGUES
107,9,4604,2004-09-16,Jeopardy,"IT'S IN ""DE"" DICTIONARY"
108,9,4604,2004-09-16,Jeopardy,U.S. FACTS & FIGURES
109,9,4604,2004-09-16,Jeopardy,PICK ONE
110,9,4604,2004-09-16,Double Jeopardy,HISTORICAL PEOPLE
111,9,4604,2004-09-16,Double Jeopardy,"""G"" MOVIES"
112,9,4604,2004-09-16,Double Jeopardy,LISTEN TO THE ANIMALS
113,9,4604,2004-09-16,Double Jeopardy,WE'LL GIVE YOU THE BLUES
114,9,4604,2004-09-16,Double Jeopardy,MODERN DANCE
115,9,4604,2004-09-16,Double Jeopardy,BEFORE & AFTER
116,9,4604,2004-09-16,Final Jeopardy,AMERICAN AUTHORS
117,10,4605,2004-09-17,Jeopardy,ASIAN HISTORY
118,10,4605,2004-09-17,Jeopardy,WE LOVE BROADWAY
119,10,4605,2004-09-17,Jeopardy,THAT'S YOUNG!
120,10,4605,2004-09-17,Jeopardy,ISLANDS
121,10,4605,2004-09-17,Jeopardy,CLASSIC GAMES
122,10,4605,2004-09-17,Jeopardy,QUASI-RELATED PAIRS
123,10,4605,2004-09-17,Double Jeopardy,MONTY PYTHON
124,10,4605,2004-09-17,Double Jeopardy,BRING OUT YOUR DEAD
125,10,4605,2004-09-17,Double Jeopardy,SPAM
126,10,4605,2004-09-17,Double Jeopardy,SUMMARIZING PROUST
127,10,4605,2004-09-17,Double Jeopardy,I'M A LUMBERJACK
128,10,4605,2004-09-17,Double Jeopardy,"KNIGHTS WHO SAY ""NI"""
129,10,4605,2004-09-17,Final Jeopardy,MARILYN MONROE MOVIES
130,11,4606,2004-09-20,Jeopardy,IMAGINARY RACES
131,11,4606,2004-09-20,Jeopardy,CHAMPIONSHIP MOVIES
132,11,4606,2004-09-20,Jeopardy,NAMED FOR A FRENCH KING'S MISTRESS
133,11,4606,2004-09-20,Jeopardy,ALSO A CURRENT SUPREME COURT JUSTICE
134,11,4606,2004-09-20,Jeopardy,"ADD A ""PIN""CH"
135,11,4606,2004-09-20,Jeopardy,FOR GOOD MEASURE
136,11,4606,2004-09-20,Double Jeopardy,LET'S VISIT BOTSWANA
137,11,4606,2004-09-20,Double Jeopardy,TV TITLE PAIRS
138,11,4606,2004-09-20,Double Jeopardy,BIRTHIN' BABIES
139,11,4606,2004-09-20,Double Jeopardy,BUSINESS
140,11,4606,2004-09-20,Double Jeopardy,POLITICIANS
141,11,4606,2004-09-20,Double Jeopardy,"""TOC"""
142,11,4606,2004-09-20,Final Jeopardy,ART SUBJECTS
143,12,4607,2004-09-21,Jeopardy,RECENT FICTION
144,12,4607,2004-09-21,Jeopardy,BASEBALL ROOKIES OF THE YEAR
145,12,4607,2004-09-21,Jeopardy,WAXING PHILOSOPHICAL
146,12,4607,2004-09-21,Jeopardy,SWEET
147,12,4607,2004-09-21,Jeopardy,BALLROOM BLITZ
148,12,4607,2004-09-21,Jeopardy,"SILENT ""P"""
149,12,4607,2004-09-21,Double Jeopardy,HEIR OF THE DAG
150,12,4607,2004-09-21,Double Jeopardy,BIG SCREEN BIOS
151,12,4607,2004-09-21,Double Jeopardy,YOU HAD TO EXPECT SHAKESPEARE
152,12,4607,2004-09-21,Double Jeopardy,GREAT MOMENTS IN HISTORY
153,12,4607,2004-09-21,Double Jeopardy,A WORLD OF POTPOURRI
154,12,4607,2004-09-21,Double Jeopardy,LINGUA TECHNA
155,12,4607,2004-09-21,Final Jeopardy,FIRST LADIES
156,13,4608,2004-09-22,Jeopardy,AROUND THE CELL
157,13,4608,2004-09-22,Jeopardy,FISHING FOR VOCABULARY
158,13,4608,2004-09-22,Jeopardy,"MONEY, MONEY, MONEY"
159,13,4608,2004-09-22,Jeopardy,I'VE GOT SUPERNATURAL POWERS
160,13,4608,2004-09-22,Jeopardy,THEY'RE ALL WINNERS!
161,13,4608,2004-09-22,Jeopardy,GAME OVER
162,13,4608,2004-09-22,Double Jeopardy,AROUND THE CELL
163,13,4608,2004-09-22,Double Jeopardy,MOVIE MUSICALS
164,13,4608,2004-09-22,Double Jeopardy,METER MAIDS
165,13,4608,2004-09-22,Double Jeopardy,A YEAR IN THE LIFE OF HERBERT HOOVER
166,13,4608,2004-09-22,Double Jeopardy,DESPOTPOURRI
167,13,4608,2004-09-22,Double Jeopardy,WIDE WORLD OF WEIRD WORDS
168,13,4608,2004-09-22,Final Jeopardy,GEOGRAPHY IN LITERATURE
169,14,4609,2004-09-23,Jeopardy,NEW HAMPSHIRE
170,14,4609,2004-09-23,Jeopardy,ALL THAT JAZZ
171,14,4609,2004-09-23,Jeopardy,KOALA TIME
172,14,4609,2004-09-23,Jeopardy,WHAT A MYTHTAKE!
173,14,4609,2004-09-23,Jeopardy,RANKS & TITLES
174,14,4609,2004-09-23,Jeopardy,YOU ARE WHAT YOU EAT
175,14,4609,2004-09-23,Double Jeopardy,NATIONAL BOOK CRITICS CIRCLE HONOREES
176,14,4609,2004-09-23,Double Jeopardy,TAKING YOUR LUMPS
177,14,4609,2004-09-23,Double Jeopardy,HOW DO YOU...
178,14,4609,2004-09-23,Double Jeopardy,"THE JOHNNY GILBERT ""BLUE""s"
179,14,4609,2004-09-23,Double Jeopardy,THIS WAY TO THE EGRESS
180,14,4609,2004-09-23,Double Jeopardy,LETTERS IN SEQUENCE
181,14,4609,2004-09-23,Final Jeopardy,20th CENTURY SHIPS
182,15,4610,2004-09-24,Jeopardy,U.S. LAKES
183,15,4610,2004-09-24,Jeopardy,PRO FOOTBALL
184,15,4610,2004-09-24,Jeopardy,CHAIN OF COMMAND
185,15,4610,2004-09-24,Jeopardy,IF THEY MARRIED...
186,15,4610,2004-09-24,Jeopardy,PATRIOTS
187,15,4610,2004-09-24,Jeopardy,FOREIGN WORDS & PHRASES
188,15,4610,2004-09-24,Double Jeopardy,AMERICANA
189,15,4610,2004-09-24,Double Jeopardy,PUNK
190,15,4610,2004-09-24,Double Jeopardy,VICTORY IS OURS
191,15,4610,2004-09-24,Double Jeopardy,THIS IS GONNA BE TOUGH
192,15,4610,2004-09-24,Double Jeopardy,BIBLE BOOKS BY FAMOUS PHRASE
193,15,4610,2004-09-24,Double Jeopardy,WISH I'D SAID THAT
194,15,4610,2004-09-24,Final Jeopardy,CHILDREN'S AUTHORS
195,16,4611,2004-09-27,Jeopardy,RELIGION
196,16,4611,2004-09-27,Jeopardy,MULTIPLE TONY WINNERS
197,16,4611,2004-09-27,Jeopardy,"COUNTRIES THAT END IN ""IA"""
198,16,4611,2004-09-27,Jeopardy,PRECIOUS STONES
199,16,4611,2004-09-27,Jeopardy,LET'S GET MEDICAL
200,16,4611,2004-09-27,Jeopardy,QUASI-RELATED PAIRS
201,16,4611,2004-09-27,Double Jeopardy,JOHN RITTER
202,16,4611,2004-09-27,Double Jeopardy,TOUGH LIT
203,16,4611,2004-09-27,Double Jeopardy,THE INTERNATIONAL SPY MUSEUM
204,16,4611,2004-09-27,Double Jeopardy,WINNER OF OUR DISCONTENT
205,16,4611,2004-09-27,Double Jeopardy,PICTURESQUE
206,16,4611,2004-09-27,Double Jeopardy,ADJECTIVES
207,16,4611,2004-09-27,Final Jeopardy,PULITZER PRIZE WINNERS
208,17,4612,2004-09-28,Jeopardy,BAHRAIN
209,17,4612,2004-09-28,Jeopardy,POP CULTURE
210,17,4612,2004-09-28,Jeopardy,BRIDGES TO THE FUTURE
211,17,4612,2004-09-28,Jeopardy,GREAT BRITS
212,17,4612,2004-09-28,Jeopardy,A BRIEF HISTORY OF THYME
213,17,4612,2004-09-28,Jeopardy,"BROADWAY CROSSWORD CLUES ""T"""
214,17,4612,2004-09-28,Double Jeopardy,SCIENCE & NATURE
215,17,4612,2004-09-28,Double Jeopardy,ART & ARTISTS
216,17,4612,2004-09-28,Double Jeopardy,A CAJUN CATEGORY
217,17,4612,2004-09-28,Double Jeopardy,TOP 40 MATH
218,17,4612,2004-09-28,Double Jeopardy,THE VEEP
219,17,4612,2004-09-28,Double Jeopardy,LETTER PERFECT
220,17,4612,2004-09-28,Final Jeopardy,POETS
221,18,4613,2004-09-29,Jeopardy,ANCIENT ROMAN STAND-UP COMEDY
222,18,4613,2004-09-29,Jeopardy,THE 3rd FILM IN THE SERIES
223,18,4613,2004-09-29,Jeopardy,WEBSITES
224,18,4613,2004-09-29,Jeopardy,YANGTZE DOODLE
225,18,4613,2004-09-29,Jeopardy,GO ON A DIET
226,18,4613,2004-09-29,Jeopardy,PROVERBIOS EN ESPAÑOL
227,18,4613,2004-09-29,Double Jeopardy,FLOWERS
228,18,4613,2004-09-29,Double Jeopardy,THE GREAT AMERICAN SONGBOOK
229,18,4613,2004-09-29,Double Jeopardy,MUSEUMS
230,18,4613,2004-09-29,Double Jeopardy,LITERATURE
231,18,4613,2004-09-29,Double Jeopardy,THE WOMEN OF CONGRESS
232,18,4613,2004-09-29,Double Jeopardy,JEOPORTMANTEAU!
233,18,4613,2004-09-29,Final Jeopardy,19th CENTURY NAMES
234,19,4614,2004-09-30,Jeopardy,IN OLD ENCYCLOPEDIAS
235,19,4614,2004-09-30,Jeopardy,PBS' ELECTRIC COMPANY
236,19,4614,2004-09-30,Jeopardy,HODGEPODGE
237,19,4614,2004-09-30,Jeopardy,SPLIT OWNERSHIP
238,19,4614,2004-09-30,Jeopardy,STARBUCKS
239,19,4614,2004-09-30,Jeopardy,"I DON'T GIVE A ""WHIT"""
240,19,4614,2004-09-30,Double Jeopardy,AFRICAN CAPITALS
241,19,4614,2004-09-30,Double Jeopardy,ALBUMS
242,19,4614,2004-09-30,Double Jeopardy,OPERA
243,19,4614,2004-09-30,Double Jeopardy,RENAISSANCE ART
244,19,4614,2004-09-30,Double Jeopardy,HUMAN EVOLUTION
245,19,4614,2004-09-30,Double Jeopardy,SEARCH: ENGINES
246,19,4614,2004-09-30,Final Jeopardy,ACRONYMS
247,20,4615,2004-10-01,Jeopardy,SCIENCE & TECHNOLOGY
248,20,4615,2004-10-01,Jeopardy,ANAGRAMMED WEST WING STARS
249,20,4615,2004-10-01,Jeopardy,BIRD-BRAINED BALLETS
250,20,4615,2004-10-01,Jeopardy,AMERICANS IN PARIS
251,20,4615,2004-10-01,Jeopardy,ENGLISH LIT
252,20,4615,2004-10-01,Jeopardy,TAKE IN ORDER!
253,20,4615,2004-10-01,Double Jeopardy,CALCULUS
254,20,4615,2004-10-01,Double Jeopardy,CHART TOPPERS
255,20,4615,2004-10-01,Double Jeopardy,GEOGRAPHY
256,20,4615,2004-10-01,Double Jeopardy,BLOGS
257,20,4615,2004-10-01,Double Jeopardy,FIVE EASY PEACES
258,20,4615,2004-10-01,Double Jeopardy,WORD ORIGINS
259,20,4615,2004-10-01,Final Jeopardy,AMERICANISMS
260,21,4616,2004-10-04,Jeopardy,SCIENCE & NATURE
261,21,4616,2004-10-04,Jeopardy,SPORTS VENUES
262,21,4616,2004-10-04,Jeopardy,2 PICTURES SAY 1 WORD
263,21,4616,2004-10-04,Jeopardy,CHAT ROOM LINGO
264,21,4616,2004-10-04,Jeopardy,AARON BURR
265,21,4616,2004-10-04,Jeopardy,GOT MILK?
266,21,4616,2004-10-04,Double Jeopardy,THE 2004 PRESIDENTIAL RACE
267,21,4616,2004-10-04,Double Jeopardy,JACKS OR BETTER
268,21,4616,2004-10-04,Double Jeopardy,AVIATION
269,21,4616,2004-10-04,Double Jeopardy,SHE SELLS SEYCHELLES
270,21,4616,2004-10-04,Double Jeopardy,HOMOPHONIC NAMES
271,21,4616,2004-10-04,Double Jeopardy,"ENDS IN ""GHT"""
272,21,4616,2004-10-04,Final Jeopardy,POETS
273,22,4617,2004-10-05,Jeopardy,IN THE SMITHSONIAN
274,22,4617,2004-10-05,Jeopardy,THE DONALD
275,22,4617,2004-10-05,Jeopardy,PLANETARY DISTINCTIONS
276,22,4617,2004-10-05,Jeopardy,JOE THE FARMER
277,22,4617,2004-10-05,Jeopardy,MEDALS & DECORATIONS
278,22,4617,2004-10-05,Jeopardy,WORD ORIGINS
279,22,4617,2004-10-05,Double Jeopardy,HISPANIC HERITAGE
280,22,4617,2004-10-05,Double Jeopardy,A BYZANTINE CATEGORY
281,22,4617,2004-10-05,Double Jeopardy,THEATRICAL ANGELS
282,22,4617,2004-10-05,Double Jeopardy,VASES & URNS
283,22,4617,2004-10-05,Double Jeopardy,ROD STEWART
284,22,4617,2004-10-05,Double Jeopardy,"DO YA THINK I'M ""SEX""Y?"
285,22,4617,2004-10-05,Final Jeopardy,AMERICANA
286,23,4618,2004-10-06,Jeopardy,"GEOGRAPHY ""B"""
287,23,4618,2004-10-06,Jeopardy,TV WEAPONS
288,23,4618,2004-10-06,Jeopardy,A YEN FOR JAPAN
289,23,4618,2004-10-06,Jeopardy,FAMILY MEMBERS
290,23,4618,2004-10-06,Jeopardy,THE CHURCH LADY
291,23,4618,2004-10-06,Jeopardy,ISN'T THAT SPATIAL?
292,23,4618,2004-10-06,Double Jeopardy,WORLD HISTORY
293,23,4618,2004-10-06,Double Jeopardy,SONG LYRICS
294,23,4618,2004-10-06,Double Jeopardy,LITERARY PAIRS
295,23,4618,2004-10-06,Double Jeopardy,FROM A TO E
296,23,4618,2004-10-06,Double Jeopardy,ART APPRECIATION
297,23,4618,2004-10-06,Double Jeopardy,OTHER USES FOR ANIMALS
298,23,4618,2004-10-06,Final Jeopardy,2004
299,24,4619,2004-10-07,Jeopardy,THE OLYMPICS
300,24,4619,2004-10-07,Jeopardy,TRACK & FIELD
301,24,4619,2004-10-07,Jeopardy,CYCLING
302,24,4619,2004-10-07,Jeopardy,"""LONG"" JUMP"
303,24,4619,2004-10-07,Jeopardy,POLL VAULT
304,24,4619,2004-10-07,Jeopardy,JIM-NASTICS
305,24,4619,2004-10-07,Double Jeopardy,THE UNIVERSITY OF CHICAGO
306,24,4619,2004-10-07,Double Jeopardy,"THIS MOVIE IS ""DEAD"""
307,24,4619,2004-10-07,Double Jeopardy,CLASSICAL MUSIC
308,24,4619,2004-10-07,Double Jeopardy,MRS. LINCOLN
309,24,4619,2004-10-07,Double Jeopardy,SHAKESPEARE'S KINGS & QUEENS
310,24,4619,2004-10-07,Double Jeopardy,WHITE HOUSE BEFORE & AFTER
311,24,4619,2004-10-07,Final Jeopardy,FAMOUS NAMES
312,25,4620,2004-10-08,Jeopardy,THE ART WORLD
313,25,4620,2004-10-08,Jeopardy,TOOL TIME
314,25,4620,2004-10-08,Jeopardy,THERE ARE PLACES
315,25,4620,2004-10-08,Jeopardy,SPANIARDS
316,25,4620,2004-10-08,Jeopardy,ACTORS & ACTRESSES
317,25,4620,2004-10-08,Jeopardy,GONE FISHING
318,25,4620,2004-10-08,Double Jeopardy,1920s AMERICA
319,25,4620,2004-10-08,Double Jeopardy,"""Y""s GUYS"
320,25,4620,2004-10-08,Double Jeopardy,"IT'S VEGAS, BABY!"
321,25,4620,2004-10-08,Double Jeopardy,FLY ME TO THE MOON
322,25,4620,2004-10-08,Double Jeopardy,BILLIE HOLIDAY
323,25,4620,2004-10-08,Double Jeopardy,STRANGE FRUIT
324,25,4620,2004-10-08,Final Jeopardy,MEN OF SCIENCE
325,26,4621,2004-10-11,Jeopardy,THE VIKINGS
326,26,4621,2004-10-11,Jeopardy,WHICH TV SHOW CAME FIRST?
327,26,4621,2004-10-11,Jeopardy,BRAND NAMES
328,26,4621,2004-10-11,Jeopardy,CATHOLICISM
329,26,4621,2004-10-11,Jeopardy,NURSERY RHYMES
330,26,4621,2004-10-11,Jeopardy,"""CC"" ME ON THAT"
331,26,4621,2004-10-11,Double Jeopardy,THE ADLER PLANETARIUM
332,26,4621,2004-10-11,Double Jeopardy,I NEED BACKUP
333,26,4621,2004-10-11,Double Jeopardy,TENNESSEE
334,26,4621,2004-10-11,Double Jeopardy,FOOD HISTORY
335,26,4621,2004-10-11,Double Jeopardy,AUTHORS BEFORE & AFTER
336,26,4621,2004-10-11,Double Jeopardy,"WHILE YOU WERE ""OUT"""
337,26,4621,2004-10-11,Final Jeopardy,BROADWAY MUSICALS
338,27,4622,2004-10-12,Jeopardy,THE DECLARATION OF INDEPENDENCE
339,27,4622,2004-10-12,Jeopardy,COWBOY SONGS
340,27,4622,2004-10-12,Jeopardy,WORD & PHRASE ORIGINS
341,27,4622,2004-10-12,Jeopardy,DICKENS BOOKS BY CHARACTERS
342,27,4622,2004-10-12,Jeopardy,TRICKY QUESTIONS
343,27,4622,2004-10-12,Jeopardy,STOP PULLING MY CHENEY
344,27,4622,2004-10-12,Double Jeopardy,DISCOVERY
345,27,4622,2004-10-12,Double Jeopardy,COMEDY CENTRAL
346,27,4622,2004-10-12,Double Jeopardy,HOME & GARDEN
347,27,4622,2004-10-12,Double Jeopardy,LIFETIME
348,27,4622,2004-10-12,Double Jeopardy,STYLE
349,27,4622,2004-10-12,Double Jeopardy,"SEE ""NN"""
350,27,4622,2004-10-12,Final Jeopardy,WESTERN HEMISPHERE GEOGRAPHY
351,28,4623,2004-10-13,Jeopardy,THE TOOTH OF THE MATTER
352,28,4623,2004-10-13,Jeopardy,4X4
353,28,4623,2004-10-13,Jeopardy,DUMB CRIMINALS
354,28,4623,2004-10-13,Jeopardy,LYRICS FROM MUSICALS
355,28,4623,2004-10-13,Jeopardy,BYE BYE BIRDIE
356,28,4623,2004-10-13,Jeopardy,WE LOVE YOU CONRAD
357,28,4623,2004-10-13,Double Jeopardy,THE AMERICAN REVOLUTION
358,28,4623,2004-10-13,Double Jeopardy,____ AND ____
359,28,4623,2004-10-13,Double Jeopardy,small state capitals
360,28,4623,2004-10-13,Double Jeopardy,LIVIN' IN THE '80s
361,28,4623,2004-10-13,Double Jeopardy,4-LETTER MUSICAL INSTRUMENTS
362,28,4623,2004-10-13,Double Jeopardy,"WHAT DO YOU ""C""?"
363,28,4623,2004-10-13,Final Jeopardy,1920s TRANSPORTATION
364,29,4624,2004-10-14,Jeopardy,PRESIDENTS BY KIDS
365,29,4624,2004-10-14,Jeopardy,HOCKEY
366,29,4624,2004-10-14,Jeopardy,"FOOD, GLORIOUS FOOD"
367,29,4624,2004-10-14,Jeopardy,HUMANITARIAN LADIES
368,29,4624,2004-10-14,Jeopardy,NICKNAMES
369,29,4624,2004-10-14,Jeopardy,"""ICK""Y WORDS"
370,29,4624,2004-10-14,Double Jeopardy,WORLD LIT
371,29,4624,2004-10-14,Double Jeopardy,WHATEVER HAPPENED TO...
372,29,4624,2004-10-14,Double Jeopardy,MATH
373,29,4624,2004-10-14,Double Jeopardy,LAKE CITY
374,29,4624,2004-10-14,Double Jeopardy,THE HOLE TRUTH
375,29,4624,2004-10-14,Double Jeopardy,"NOTHING ""BUT"""
376,29,4624,2004-10-14,Final Jeopardy,FAMOUS AMERICANS
377,30,4625,2004-10-15,Jeopardy,ORGANIZED RELIGION
378,30,4625,2004-10-15,Jeopardy,ACTRESSES
379,30,4625,2004-10-15,Jeopardy,LICENSE PLATE SLOGANS
380,30,4625,2004-10-15,Jeopardy,OCEANIA
381,30,4625,2004-10-15,Jeopardy,RANCH DRESSING
382,30,4625,2004-10-15,Jeopardy,"""D"" FACTO"
383,30,4625,2004-10-15,Double Jeopardy,THE ITALIAN RENAISSANCE
384,30,4625,2004-10-15,Double Jeopardy,"MUSIC IN ""C"""
385,30,4625,2004-10-15,Double Jeopardy,LITERARY ANALYSIS
386,30,4625,2004-10-15,Double Jeopardy,SWEET SIXTEEN
387,30,4625,2004-10-15,Double Jeopardy,"STOP IT, YOU'RE KILLING ME!"
388,30,4625,2004-10-15,Double Jeopardy,VICE PRESIDENTIAL RHYME TIME
389,30,4625,2004-10-15,Final Jeopardy,FAMOUS PAIRS
390,31,4626,2004-10-18,Jeopardy,ANIMALS
391,31,4626,2004-10-18,Jeopardy,ALL I WANT FOR CHRISTMAS IS...
392,31,4626,2004-10-18,Jeopardy,GET A JOB!
393,31,4626,2004-10-18,Jeopardy,BOOK SERIES
394,31,4626,2004-10-18,Jeopardy,NUMBER PATTERNS
395,31,4626,2004-10-18,Jeopardy,"NOTHIN' BUT ""A""s"
396,31,4626,2004-10-18,Double Jeopardy,18th CENTURY AMERICA
397,31,4626,2004-10-18,Double Jeopardy,THE LION KING ON BROADWAY
398,31,4626,2004-10-18,Double Jeopardy,OUTDOORS
399,31,4626,2004-10-18,Double Jeopardy,SIGNS & SYMBOLS
400,31,4626,2004-10-18,Double Jeopardy,PALINDROMIC PLACES
401,31,4626,2004-10-18,Double Jeopardy,ANYTHING BUT A's
402,31,4626,2004-10-18,Final Jeopardy,FAMOUS FIRSTS
403,32,4627,2004-10-19,Jeopardy,YELLOWSTONE NATIONAL PARK
